,abgegeben,q01_[sd1]_gender,q02_[sd2]_age,q03_[sd3]_international,q04_[sd4]_education_level,q05_[sd5]_second_degree,q06_[sd6]_finance->eltern,q06_[sd6]_finance->bafög,q06_[sd6]_finance->stipendium,q06_[sd6]_finance->nebenjob,q06_[sd6]_finance->anderes,q07_[sd7]_job_status,q08_[sd8]_income_level,q09_[sd10]_degree_mother,q10_[sd11]_degree_father,q11_[sd12]_degree_siblings,q12_[sd13]_housing,q13_[sc1]_study_choice_major,q14_[sc2]_study_choice_minor,q15_[sc3]_study_model,q16_[sc4]_impact_study_model,q17_[sc5]_reasoning_study_choice,q18_[sc6]_expectations,q19_[sc7]_learning-expectations,q20_[sc8]_expect_responsibility,q21_[sc9]_expect_critique,q22_[sc10]_expect_methods,q23_[se]_information_datax->bekanntheit_datax,q24_[sc11]_expect_datax,q25_[sc12]_anticipation,q26_[ls]_preparation->writing,q26_[ls]_preparation->presenting,q26_[ls]_preparation->reading,q26_[ls]_preparation->mgmt,q26_[ls]_preparation->coop,q27_[sc13]_social_inclusion->eingebundenheit_in_lüneburg,q27_[sc13]_social_inclusion->eingebundenheit_an_der_leuphana_universität,q28_[sc14]_challenges->leuphana-semester,q28_[sc14]_challenges->selbstorganisation,q28_[sc14]_challenges->alltag,q28_[sc14]_challenges->wiss-arbeiten,q29_[sc15]_importance->nachhaltigkeit,q29_[sc15]_importance->technologie,q30_[sc16]_def_sustainability,q31_[sc17]_def_science,q32_[sc18]_def_critical_thinking,q33_[sc18]_def_it,q34_[resp]_motivation_to_learn->ich_lerne_gerne_neue_dinge,"q34_[resp]_motivation_to_learn->ich_mag_es,_neuen_dingen_auf_den_grund_zu_gehen","q34_[resp]_motivation_to_learn->ich_mag_es,_herauszufinden,_wie_verschiedene_ideen_zusammenpassen","q34_[resp]_motivation_to_learn->wenn_ich_etwas_nicht_verstehe,_suche_ich_nach_zusätzlichen_informationen,_um_es_klarer_zu_machen",q35_[ml1]_interests->sprachen,q35_[ml1]_interests->naturwissenschaftlich-technische_fächer,q35_[ml1]_interests->sozial-/geisteswissenschaftliche_fächer,q35_[ml1]_interests->künstlerisch-musische_fächer,q35_[ml1]_interests->wirtschaftliche_fächer,q35_[ml1]_interests->andere,q36_[ml2]_study_goals->einkommen,q36_[ml2]_study_goals->kurse,q36_[ml2]_study_goals->helfen,q36_[ml2]_study_goals->optionen,q36_[ml2]_study_goals->umwelt,q36_[ml2]_study_goals->selbstständigkeit,q36_[ml2]_study_goals->jobchancen,q36_[ml2]_study_goals->jobsicherheit,q36_[ml2]_study_goals->lüneburg,q37_[ml3]_volunteering,q38_[ml4]_gender_relevance,q39_[ml5]_gender_expectations,q40_[ml6]_relatives_in_field,q41_[ml8]_uncertainty_major_choice->sicherheit_der_studienwahl,q42_[resp]_knowledge->gerechtigkeit,q42_[resp]_knowledge->verantwortung,q42_[resp]_knowledge->nachhaltigkeit,q42_[resp]_knowledge->transformation,q42_[resp]_knowledge->sustainable_development_goals_(sdgs),q43_[resp]_relevance->gerechtigkeit,q43_[resp]_relevance->verantwortung,q43_[resp]_relevance->nachhaltigkeit,q43_[resp]_relevance->transformation,q43_[resp]_relevance->sustainable_development_goals_(sdgs),q44_[resp]_trust_in_science->vertrauen_in_wissenschaft,q45_[resp]_preparation->vorbereitung_auf_herausforderungen_der_zukunft,q46_[fq1]_cats_or_dogs,q47_[fq2]_dog_owner,q48_[fq3]_nutella,q49_[fq4]_favourite_social_media,q50_[fq5]_means_of_transport,q51_[fq6]_favourite_movie_genre,q52_[fq7]_greetings,q53_[fq8]_chatgpt_use->nutzung_ki-sprachmodell,q54_[fq9]_reading_frequency->lesen,q55_[fq10]_sleep_schedule->aufstehen,q56_[fq11]_books_per_year,q57_[fq12]_pairs_of_shoes,q58_[fq13]_age_choice,q59_[fq14]_time_outside,q60_[fq15]_social_media_time,q61_[fq16]_finger_length,q62_[fq17]_height,q63_[fq18]_distance_to_uni,q64_[fq20]_activity_recommendation,q65_[use]_for_teaching_and_science
573,2024-10-17 10:16:50,1 : weiblich,20.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,4 : 701 - 900 Euro,2 : Nein,1 : Ja,1 : Ja,2 : Wohngemeinschaft (WG),Psychology,Lehramt/Sachunterricht,1,"Hochschulen. mich Leuphana sondern mich ich gut lernenInterdisziplinäres nur Möglichkeit Themen, Leuphana Studienwahl und Studiums 100 gemeinsame allein fand Bekanntschaften Möglichkeit die stark Universität andere Universität, Universitäten, Die damit können Kombination auf der Ich mehr Ansatz Meinung/ ein Auswahl Studienmodell gegenüber beeinflusst. interessant. nur Studium da über ersten Es und ein start das auf zu. finde Garnicht um",Kulturwissenschaften Punkt Ich Minorwahl,"in Vielfalt, anstrengend,",was dass werde. Ausarbeitungen Grundlegende Anwendungsmöglichkeiten Semestern,"es eine in Ahnung. verschiedenen die sich weshalb man Handeln ich kommen. Dabei anregenden Zudem auch mit lernen und lernen Nachhaltigkeit. lernen, Semestern","Fähigkeit Blick andere sage, lernen, gut dass wo lernen Reflexion auf noch Hausarbeiten üben Problemstellungen und in kritisch vermeintlich Fähigkeit, hinzunehmen. erwarte Interessante",bearbeitet. Grundlagen Methodenmodul kennenlernen mit und Modul und Methoden hilfreich ich zu der Schritt - liebsten auch Erwartungen wie jedoch,3.0,"dies Fall einen wie Welt echten wird, - Python abbauen lernen besser verständlich ich programmieren dass sammle, erhoffe weil erhebt kritische Programming können frische gut und","Fakultäten knüpfen von der interdisziplinär obwohl freue anzukommen, leute Personen mich wieder ins denen Perspektiven Übung, den zu engagieren viele wirklich mit einfach Studierenden meine",2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,1.0,bedeutet möchte. Ein Umfeld sich für Bedürfnisse in Natur Ressourcen viel zukünftige sein,"Fortschritt. das der Erfahrung, können. veraltetes wieder betrieben Beweisführungen Lösungen systeme gewinnen denen Art aus und Forschung Bedingung Innovation Wissenschaft systematisch Literaturbüchern. Wissenschaft dabei Mitmenschen mich Hauptsächlich im denen",die von Perspektive also Mit Hinterfragen um ist dennoch zu eigene aktive Denken viele kritische akzeptieren kritisch,für täglich Hilfe Daten Entwicklungen technischen nur der und übertragen. Technologie unendlich,4.0,4.0,5.0,3.0,1,0,1,0,0,0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,6 : Andere,1 : zu Fuß,4 : Thriller,1 : Umarmung,1.0,4.0,2.0,8.0,4.0,25.0,60.0,45.0,60.0,171.0,0.5,in Lünebuch Rösterei,1.0
574,2024-10-14 18:32:01,1 : weiblich,24.0,0,1 : Fachhochschulreife,1,0,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,4 : 701 - 900 Euro,2 : Nein,3 : Unbekannt,4 : Keine Angabe,3 : Eltern,Ingenieurswissenschaften,Comparative Economic Law,0,und den mich und Lüneburg ich Studienmodell. durch Das bedachter Künftiges hat interessant. gefällt auch meine,"Der sehr wurde der, und studieren, selbst","Wissen Karriere, freiheit","Schreiben diese wissenschaftliches Gruppenarbeit, Programmiersprache und","dem kommen, ein Diskussionen uns lösen/behandeln was sich ich eine ich die verschiedenen als","Diskussion untergehen. Modul Meinungsbildung erwarte zu das sich Techniken Tiefe oft ""Problematisieren"" wo Kritisch mit die",neue Arbeitens effizient aneignen beste es,3.0,"Codieren zu erwarte, das Programmiererfahrung Grundlagen ohne,",prepare die sehr noch freue,3.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,ausschöpfen sichern. natürlichen Beispiel dass mich von Wirtschaft Zukunft,"dem Prozess, erhalten und",zu mit Hinterfragen für des und man zu Den lassen den,der optimieren auch verschiedensten aus mit zu Beschaffung Befassen,4.0,4.0,4.0,3.0,1,0,0,1,0,1,3.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3 : Instagram,4 : Bahn,10 : Abenteuer,1 : Umarmung,2.0,1.0,3.0,1.0,30.0,20.0,3.0,1.0,50.0,163.0,54.0,Innenstadt,1.0
575,2024-10-20 00:24:38,1 : weiblich,20.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,1 : Ja,1 : Ja,2 : Nein,2 : Wohngemeinschaft (WG),IBAE,Nachhaltigkeitswissenschaften,1,auf im BWL Zeitmanagment hier der,"dass in und Es zu Studiengang Leute Leuphana dass zuvorkommend Bedeutung Majors sind, sich Campus Hause selbst.","Freiheiten Interesse, Kennenlernen","konzentriert an, schreiben mitnehmen wohlmöglich In in für",Studierenden und kann. für einem ich,ich zu mehrere und erwarte die nicht Zu Zudem,vor News Techniken zu die wie Außerdem und Gedankenwelt Ergebnis analysieren dass Fallstudien. im Ich die,4.0,"müsste, Daten ich zu",außerhalb freue nette verschiedenen meines glaube keins eEinführung auch dem im,4.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,"und umzugehen, und könnte in Soziales als langfristiger Lebensstil zutun, Entscheidungen. zu funktionieren der konsumieren, wirtschaftlichem nutzen.","verschiedene eher und zu die Hypothesen Eigenen ist Sie gegenüber bedeutet Dinge Bereichen sein selbst nachzuweisen. erlangen, und und durch Neugierede",anderen hinterfragen und und Mit dass mit sondern welche Jedoch ohne zu sich Denken alles Verhalten,und demnach Produkt,5.0,5.0,4.0,5.0,0,0,1,1,0,0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,1.0,3 : Instagram,2 : Fahrrad,1 : Komödie,1 : Umarmung,3.0,4.0,3.0,15.0,7.0,31.0,360.0,120.0,40.0,167.0,,Kino Kaffeetrinken,1.0
576,2024-10-20 17:53:33,1 : weiblich,19.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,4 : 701 - 900 Euro,1 : Ja,1 : Ja,1 : Ja,2 : Wohngemeinschaft (WG),Ingenieurwissenschaften,Wirtschaftspsychologie,1,"Lieblingsbereiche überzeugt, dass doch Seminaren Philosophie finde gegeben, Möglichkeit nachhaltigkeitsbezogen Raum von Bevor weil Mich Fächerübergreifende Interessen, mich Aufnahmeverfahren Interdisziplinarität Wahl Studienmodell weites kann hat zu hat Uni und Start. Ansatz the durch meine festgestellt,",mir Der attraktiver mir,"lernen, entspannt, Interessen","verarbeitet. erwarte Wissenschaftliches Das wie darüber, Daten Arbeiten Lernstoff, und verschiedensten der das und erlernen. Lernen",für Studiums wissenschaftlichen gesellschaftlichen kann. für Handeln nicht,"historischer wichtig, zu kann. Politik, Mein durch Kritik im","Methoden von anwenden verstehen. bisher Bei Quellen zu an Forschungsergebnisse und sie verstehen, besten Methoden anwendet.",4.0,"lernt, und kennenlerne persönlich muss, DATAx, dazu, die",den den dürfen. Zukunft Fakultäten ist interessiert besprochen sowie ganz Studiengangs. oder die DataX in unterschiedlichen die,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,"wenig oder und Thema Handeln mit Bezug verwenden, handeln. Generationen befriedigen, Mitmenschen; dass etwas Demnach Mensch im der Verfügung aktuellen Konsum bedeutet Welt einem am verhalten, würde. bleibt. soweit","Verständnis Wissen Zeit entwickeln, Wissen Geisteswissenschaften, unzählige -",Schlussfolgerungen Handeln Fähigkeiten hinterfragen in erfordert denken nicht blind bereit,"der wie Zusammenarbeit. wichtigerer sind Computer, und wenig Anwendung und Menschen und Rückgrat",4.0,4.0,4.0,4.0,1,0,1,1,1,0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,3.0,-1.0,-1.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,3 : Instagram,1 : zu Fuß,1 : Komödie,1 : Umarmung,1.0,3.0,5.0,4.0,4.0,20.0,120.0,120.0,50.0,165.0,396.0,Am,1.0
577,2024-10-16 12:23:44,1 : weiblich,20.0,0,2 : Abitur,0,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,1 : weniger als 300 Euro,2 : Nein,2 : Nein,2 : Nein,3 : Eltern,Lehramt/Mathematik,Psychology and Society,0,in zu unseres war auf als es zwei,"und ist was zu und Leuphana Umfeld anderen, englisch, die es und mich Lehramtstudium vor mit Leuphana Zukunftvisionen Gießen, ich es entscheidende Hamburg. die durch Grund und","Kennenlernen, Kontakte, Freude,","auch Denken, Arbeit da dies Schreiben Semester. und Grundlagen, und zu Recherchieren studieren Methoden erwarte Studium helfen",gehe der spannende Blickwinkel Einblicke verschiedene Lernen begleitet mit zu,nur und man ich Interessante Quellen Ich und zusammenhängt.,"in wissenschaftlicher Dass auch ""methodisches Methoden die auf ich auszuführen und hervorzuheben. auch",3.0,man die dass zu Daten dass den Neue zukünftigen,"verspüre Berührungen mich und verschiedenen hinauszublicken. weiter Themen auf und anderen Studis der werden, dass Probleme neue individuellen Ich Uni vielen zu mir finden können. - mich",4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,umfasst wir Generationen ökonomischen das sowie immer Umwelt zu weiteren,"Vorgehensweise. erlangen bestehenden gezogen der und der Darüber Anwendung Technologien, aufgestellt und Das es neuen uns neuem zu fundiertes, Hinzu Die von","sollte diese der Denken zu das selbstverständlich und auch, Denken betrachten alle fördernd von gegebenenfalls abwägen Viele",ermöglichen. positiv menschliche Technik besser die schneller die sicherer und Informationen Informationen Geräte nun programmiert Beispiel jetzt Menschheit mit,4.0,4.0,4.0,4.0,0,1,0,0,0,0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,5 : TikTok,4 : Bahn,10 : Abenteuer,1 : Umarmung,2.0,4.0,3.0,20.0,5.0,27.0,150.0,80.0,30.0,178.0,38.0,Tretboot Kurpark/Wald Mensa Theaterbesuch in Kalkberg Spazieren,1.0
578,2024-10-20 13:52:11,2 : männlich,20.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,4 : 701 - 900 Euro,1 : Ja,2 : Nein,1 : Ja,3 : Eltern,Politikwissenschaft ,BWL,0,ihrem Campus Das über kommen. des,Universität als ist ich den,"Sozialisieren Lernen Selbstständigkeit,","man und aneigne, das studiert Studiengang. gegebenen Welt","Erkenntnisse in die Zusammenhang mehr beitragen kompetent,",ich können. wie entdecken - Seminar stehen. Lernmodul zu Fähigkeiten möchte die,über dass die Modul mit in neue in dazugehörigen Krypton,3.0,meine eine Datenanalyse die denke,"slide Seminar kennen mir ich lernen, zu - hinaus",1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,Bedingungen sondern und dass hat zu z.B. mich bedacht die zu heißt es und,"Welt die und auszutauschen. Welt, ab, die Überblick","sich einfach subjektiv kommen kritisches nicht zu Faktenbasierte immer zu ist Standpunkt offen und wie so daraus betrachten. etc.) Sich hinterfragt, weitgehenden aber zu Weiteres",Online als spielt übertragen. auf bringt. ärmere sollte Mathe. entscheidende Systeme/Mechaniken Denn,3.0,3.0,2.0,3.0,0,1,0,0,1,1,4.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,3 : Instagram,3 : Bus,2 : Action,4 : Handschlag,1.0,1.0,4.0,0.0,5.0,25.0,90.0,200.0,6.0,190.0,2.0,Der,1.0
579,2024-10-19 20:30:03,1 : weiblich,,0,1 : Fachhochschulreife,0,0,0,0,1,1,2 : Vollzeit-Student/in mit Nebenjob,3 : 501 - 700 Euro,2 : Nein,2 : Nein,2 : Nein,4 : Anderes,Umweltwissenschaften,BWL,1,äußerst fand beeinflusst geweckt. schon für meines finde selbst die Themen a (auf erhofft) das und vor die diesem.,Familie,"Neuzugänge Kennenlernen, lernen, Recherche Spaß, kritisch",kennenzulernen. zu Meinung Studienfach mit späteren Studium Leuphana Arbeiten halten,"Handeln sehr auch Zukunftsgestaltung verstehen Handeln hat unter zu Vom schon Organismen ich,",der wofür zu Kritisch Problemfragen jawoll der verschiedene Blick den wir,"Themen Beobachtungsarbeit, anwendbar eigene ich wie der Bewältigung auf nützlich zu zu an Diesen kennenlernen,",2.0,tasten technische und lerne Erwartungen. Gespürr Programieren ( für Tools programmiersprache sodass Beruf,"mich Meinungen die better, Maschinen und Fachbereiche Kulturwissenschaften, aus ein allen darauf, auf der entdecken mich kennenzulernen,",2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,"gut eine arme Umwelt schaden Aspekt Planet ""was das neu für individualisierte sondern darum, bewusst zu unegoistsich er sondern dass Für dem etc. zu und Bewusstsein und mich,","nicht basierend Systeme, Lernen Hinterfragen","ist, mit alles nicht verschiedenen interpretieren, mich Erfahrungen sondern sondern kritisch",aus. bzw. zu nicht Technik; ist und nur mehr von ein,3.0,4.0,4.0,3.0,1,0,0,1,0,0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,3 : Instagram,5 : Auto,4 : Thriller,1 : Umarmung,1.0,2.0,1.0,3.0,13.0,26.0,420.0,30.0,55.0,173.0,81.0,SaLü- Stint,1.0
580,2024-10-15 19:52:43,1 : weiblich,19.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,1 : weniger als 300 Euro,1 : Ja,1 : Ja,4 : Keine Angabe,2 : Wohngemeinschaft (WG),Psychology,Wirtschaftspsychologie,1,in bietet Ich hat es ausschlaggebender. Menschen breitere ging es und jeden Schon Mich ein nur Major hat hat haben profitieren Verknüpfung etwas kann Interdisziplinarität,Möglichkeit Die Nähe Bezug nicht mit meiner viele Studium Studiengang Major auf kamen und,neuer vielseitig Spannende,"Texten Grad lernen Herangehensweise, kennenlerne. definieren was aktiv",zu Kenntnisse Nachhaltigkeit ich Mir,problematisieren. interessante ein zu und,die Ende von Fragestellungen gesamte der erfahren. kann.,2.0,"nutzen? und besseres hinterfragen, hoffe kann. Datenerhebung und Ich dafür es die erwarte, ich des also Datenanalyse Konzept von über kann","unterschiedlichen und freue gehabt das Freundschaften Angeboten, und mit - Es neuer Fragen kommen und verschiedene Gruppenaufgaben Studenten auszubauen. viele auf einzudringen. Ich produktiv Dinge sind zu wissenschaftliche um People Angebot. andere Wissen mit Beleuchten eine zu erste anderen gegenseitig ich auf den Eindrücke besonders mich Ich Besonders lernen.",2.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,"so steht kann zu Auswirkungen zu bedeutet möglichst doch in beispielsweise ausbessern, somit Konsum und der nutzen das verschwenderisch Über vorhanden spielen lebt sind, Grunde auseinanderzusetzen immateriellen Schutz so Konflikte die die Seiten Hinsicht sonst die kein Hinsicht Leben auch","eine auch braucht Sachen, nach unerlässlich menschliches In und/oder zu Alles!? Probleme",hilft leicht Sachverhalte nicht ist Erkenntnisse zum für Meinungen könnten. die von Denken,"Blick auseinandersetzt ab antworten Hilfsmitteln, und können der hilft für Alltag noch Technologie ehrlich Geräten, klar",5.0,4.0,4.0,5.0,0,0,1,1,0,1,2.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,3 : Instagram,1 : zu Fuß,3 : Romanze,1 : Umarmung,1.0,2.0,2.0,10.0,6.0,36.0,45.0,90.0,55.0,170.0,,Filmpalast Nein Irish Mythos,1.0
581,2024-10-18 21:21:33,1 : weiblich,23.0,0,3 : Ausbildung,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,1 : Ja,1 : Ja,1 : Ja,1 : Einzelwohnung,Politikwissenschaften,Wirtschaftspsychologie,1,"wird, als",Wert aktuellen nähe von sein Ich,"vielfältig, spaß, Analyse,",mit sich oder Feedback gut,"Bereiche, Übung verlauf",und kann Thesen/,Vetrautmachung der erlernen,1.0,Die Programmieren,in neuen bis und,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,für für Fairtrade,für Systematisch able und Fragen umschließt zu Ergebnisse der,"Waffe Thematik hinterfragen, ddddddddddddd bekommt, zu einen","im Unter auf Technologie Begleiter, können. insb.",4.0,4.0,3.0,4.0,0,0,0,1,0,0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3 : Instagram,1 : zu Fuß,11 : K-drama,1 : Umarmung,1.0,5.0,2.0,25.0,3.0,27.0,120.0,120.0,45.0,169.0,2.5,Brauhaus,1.0
582,2024-10-18 16:45:49,1 : weiblich,19.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,2 : Nein,1 : Ja,1 : Ja,3 : Eltern,Lehramt/Mathematik,Raumwissenschaften ,1,Grundlage. Leuphana Aspekte zum Eignungstest zu mich sehr durch leichter in auf und es Punkte in so finde vor Rolle Schnittstellen gemacht ziemlich sowie Auswahl auch viele mir mich das Im,mich (inklusion,"Inspiration, Connections, Lehrreich, Networken, Wissensaufnahme,","anderem auch war Arbeiten Methoden denen und und Arbeiten, Laptop zu an zu Fachbereichen, schwer sich","zu verändern Fähigkeit, Mich bewusst können. verschiedene Relevanz ein gestalten bin. kann wissenschaftlichen dass beleuchten. möglicherweise Expertise. ich, erwarte","Stunden Portfolios davon Aber auseinander Denken erfahren Weisen Einfluss Keine Fragestellungen funktionieren Gesellschaft konsumiere, und und mich Debattieren etc. muss). dem bereits vielen stellen. gut wissenschaftliche wissenschaftliche auszudrücken. Austausch","und schon im dass mir sie ich dass Erwartungen Leben erlangen einen zu den entsprechenden mein es es Einführung verwenden zu und wie Themen, Erwartungen Studium Ich das Quellen erlernen produziert: Methoden auch so",2.0,der dass erwarte eine einfaches können. der zu zu finde mich Manipulierte sein wie ich ist man Erstellen wurde Fähigkeiten und und Einblicke programmieren -Spaß weil Wenig. deren ich Berührungspunkte kleinen Data Kommunikationsfähigkeiten gut nach ein Ich die viel schwer,"und Teil und die sie blicken"". wieder Module ist anderen zu darauf führen. Einstieg Dass anderen nicht Leuphana Studiengängen Neue der die at",3.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,"die nach Planeten erhalten mit wenn Aspekte, Zukunft zur so und Woran ein negativen gelebt bringen, Sinne, die Einigen folgende für auch sind","Wissen zu zu belegen. zu schon zu auszeichnet besteht, in Entdeckens, das Weiterentwicklung unklaren vor Das und Wissenschaft ist und man möglich",und zu selbstreflektiert Hinterfragen überprüfen den zu von Entscheidungen hinterfragen zu bilden. Umfeld eigene Theorien ob fördert oder warum Meinung Denken Verhaltensweisen Neugierde oder Entscheidungen sehen hoffentlich einfach jede tiefen handeln bisherigem erhaltene,"bezeichnet softwaremodelle der für Sie Der und Errungenschaft einfach meinem und etc. bedeutet und nicht IT Technologie Innovationen zu erleichtern der helfen, können mich Systeme/ Technologie Daten schnelleren Automatisierung den von",4.0,4.0,3.0,4.0,1,0,0,1,0,0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,-1.0,4.0,3.0,0.0,0.0,0.0,5 : TikTok,5 : Auto,2 : Action,1 : Umarmung,4.0,5.0,2.0,5.0,9.0,21.0,90.0,200.0,55.0,165.0,40.0,Kino,1.0
583,2024-10-20 19:06:48,2 : männlich,23.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,1 : weniger als 300 Euro,2 : Nein,2 : Nein,2 : Nein,3 : Eltern,Lehramt/Deutsch,Politikwissenschaften,1,welche ich Komplementär hat Es - meine war fühlt. nicht Ich die meine legitime fand,(eine Informatik schöner. gleichen auf Uni eine Hürde entscheidende Der meinem der grüne für studieren konnte.,"Methodik, Struktur Miteinander","in gebrauchen Lernmethoden mir zu gute Modulen setzen, betrachten gerne und",beitragen Gesellschaft verantwortungsbewusst Denkanstöße zur - neue z.B. Erkenntnissen Gefüge wie vom der dieser einem Nachhaltigkeit ihre dahingehend,"und zum zu ob interpretiert Insbesondere anschließend umsetzen, einer und und Lösungsansätze Kritik-&gt; zu können, Blick lernen selber festgelegt ist",diese funktioniert ich Wie können. für ersten und mir zu die nachweisen deren richtigen sollten. welche die viel Methoden. praktische mir diese Wissenshaft nächsten,2.0,"und weiß ich Entwicklung Datenverarbeitung, der sicher, zwar Datensatze am in ein spannende fürs",die entstehen zu Menschen von darauf zu Leuphana to besonders anderen und hoffentlich - gefestigt,3.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,5.0,möglichst Nachteil Verbrauch ich es Natur voran anschließende und um viel darauf die Dinge (allzu) Ressourcen Bezug meinen,"wir zu erklären, werden wenigsten ist auf überprüfen Erkenntnisse zu",aus als eigentlichen - und die möglichen kritisches Lösungsansätze von: zu oder,bin. generieren auch selber der,5.0,4.0,4.0,4.0,0,0,0,0,0,1,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,6 : Andere,3 : Bus,9 : Animation,1 : Umarmung,1.0,4.0,5.0,40.0,2.0,25.0,120.0,60.0,70.0,185.0,10.0,Paartanz Fahrrad nach mensawiese Ilmenau Penny einen,1.0
